tpp/fova/chara/dlf/dlf0_main0_v00	57c44a77ecb0
tpp/script/mission/mission_main	f79b46c136dd
tpp/level/mission2/story/s10036/s10036_telop	a0b074fc808d
tpp/level/mission2/story/s10036/s10036_sound	cd3d6d260bcb
tpp/level/mission2/story/s10036/s10036_sequence	f53706bfb3d1
tpp/level/mission2/story/s10036/s10036_score	81eb65f83888
tpp/level/mission2/story/s10036/s10036_radio	7164b7bde501
tpp/level/mission2/story/s10036/s10036_enemy	c36aa8492614
tpp/level/mission2/story/s10036/s10036_demo	42e423895287
tpp/pack/mission2/story/s10050/s10050_area	aaa4685be345
tpp/level/location/afgh/block_large/waterway/afgh_waterway_s10050_asset_fox2_0_geoprim_win	1e4ff589dd73
tpp/motion/motion_graph/bossquiet2/BossQuiet2_layers	31a246ccef2e
tpp/motion/mtar/bossquiet2/BossQuiet2_layers	84ae9128fe94
tpp/motion/mtar/buddyquiet2/BuddyQuiet2Facial	320f5969a728
tpp/motion/mtar/equip/EQP_WP_Quiet_sr_010	feec7a54315c
tpp/motion/mtar/equip/chimera/assemble/sr02qui_asm	fbbcfd305050
tpp/motion/mtar/player2/Mission/pl_mission_s10050	83d5ce8da8b5
tpp/motion/mtar/rat/TppRat_layers	16b329885401
tpp/motion/mtar/stork/Stork_layers	4e0eee5c4c0b
tpp/radio/RadioData_comn1000	f8dc39e4866e
tpp/radio/RadioData_comn8000	2a44cbc7ea1f
tpp/radio/RadioData_s0050	1fb3e3b607ee
tpp/level/mission2/story/s10050/s10050_sequence_fox2_geotrap_win	eed1bc8f909e
tpp/ui/LayoutAsset/hud_headmark/UI_hud_headmark_gage	8487437d1cdb
tpp/chara/apk/Scenes/apk0_main0_def	b17411e5e115
tpp/chara/qui/Scenes/qui5_main0_def	3bbb2905ff41
tpp/chara/stk/Scenes/stk0_main0_def	017112083985
tpp/item/hcf/Scenes/hcf0_main2_def	65e6208f1d17
tpp/weapon/amo/Scenes/am09_main1_def	2fcc4a29a82b
tpp/weapon/asw/Scenes/sr02_main1_aw0	a80502f8a6c4
tpp/environ/object/afghanistan/tree/afgh_tree010/scenes/afgh_tree010_vrtn001_an	f07a39a964bc
tpp/environ/object/middle_africa/tree/mafr_tree030/scenes/mafr_tree030	28b57ce4fa01
tpp/chara/qui/Scenes/qui5_main0_def	3bbb2905ff41
tpp/weapon/asw/Scenes/sr02_main1_aw0	a80502f8a6c4
tpp/chara/qui/Scenes/qui5_main0_def	3bbb2905ff41
tpp/chara/stk/Scenes/stk0_main0_def	017112083985
tpp/ui/ModelAsset/hud_headmark/Scenes/UI_hud_headmark_gage	7b63ea035f4c
tpp/ui/ModelAsset/hud_headmark/Scenes/UI_hud_hdmark_life_flash	ec8480fff0e6
tpp/ui/ModelAsset/hud_headmark/Scenes/UI_hud_hdmark_sub_flash	fbd7297168b4
tpp/motion/lip_adjust_data/qui	ea30e3dc2d8b
tpp/fova/chara/stk/stk0_c00	ace299fc1f7f
tpp/fova/mecha/uth/uth_v02_fv2	f5f7997d9f0c
tpp/ui/Subtitles/boot/s10050_subtitles_boot	5bafcd808697
tpp/ui/GraphAsset/entry_datas/boss_gauge_head	2bb3a3699d1e
tpp/level_asset/weapon/SoundPackage/sr02_sd	ee0a7f07dc62
tpp/level_asset/chara/player/game_object/single_pl2_instance_scarf	f4e715c3bd4f
tpp/level_asset/chara/heli/support_heli_afgn	99165b1208f5
tpp/level_asset/chara/enemy/boss_quiet2	02ec861d3039
tpp/level/mission2/story/s10050/s10050_sound_se	d7f39b5cbcc6
tpp/level/mission2/story/s10050/s10050_sound_music	c13b53ca9927
tpp/level/mission2/story/s10050/s10050_sequence	d0478267606a
tpp/level/mission2/story/s10050/s10050_radio	7932e25f43df
tpp/level/mission2/story/s10050/s10050_npc_sp	16890e96d0ac
tpp/level/mission2/story/s10050/s10050_item	f1f0ace96a47
tpp/level/mission2/story/s10050/s10050_heli	47d5f5e6f498
tpp/level/mission2/story/s10050/s10050_area_demo	59788b8366c7
tpp/level/mission2/story/s10050/s10050_animal	7f5fcdc28772
tpp/level/location/afgh/block_mission2/large/waterway/quiet/afgh_waterway_quiet_f01	77af00a637cc
tpp/level/location/afgh/block_mission2/large/waterway/animal/afgh_waterway_anml_f01	2b19a3dc5927
tpp/level/location/afgh/block_large/waterway/afgh_waterway_s10050_asset	4fdedd0f6db1
tpp/parts/weapon/assemble/snr/sr02_main1_aw0_v00	3fad27841e5c
tpp/parts/chara/stk/stk0_main0_def_v00	e8962aa612c2
tpp/parts/chara/qui/qui5_main0_def_v00	9ba8e44b9656
tpp/parts/chara/apk/apk0_main0_def_v00	d06abd5f6470
tpp/effect/vfx_data/weapon/fx_tpp_wepbltblr01_s0LG	6b9c0285c3c9
tpp/effect/vfx_data/smoke/fx_tpp_smkflr01_m1	d20e471b9510
tpp/effect/vfx_data/muzzle/fx_tpp_mzfrpg01_s0MG	4be9d2b219a4
tpp/effect/vfx_data/muzzle/fx_tpp_mzfgg01_s0FG	6ab686cbab2c
tpp/effect/vfx_data/muzzle/fx_tpp_mzfbkfrpg01_s0MG	72889cce06d6
tpp/effect/vfx_data/mecha/fx_tpp_mchuthdnwblr04_s5MG	36aee9dcd83b
tpp/effect/vfx_data/mecha/fx_tpp_mchuthdnwblr01d_s5MG	7e440ee380fb
tpp/effect/vfx_data/mecha/fx_tpp_mchuthblh00_s3	92484f253ca5
tpp/effect/vfx_data/mecha/fx_tpp_mchnadblhsmk00_s1	3c824550061b
tpp/effect/vfx_data/flare/fx_tpp_flrwepref01_s5MG	37efa4430f0d
tpp/effect/vfx_data/flare/fx_tpp_flrrbw01_s5	79cea73cbb5a
tpp/effect/vfx_data/flare/fx_tpp_flrmchsrclgt01flr_m5	224d72ff8650
tpp/effect/vfx_data/flare/fx_tpp_flrmchsrclgt01_m5MG	f28129afcffc
tpp/effect/vfx_data/flare/fx_tpp_flrlgtquieye_m1	16cb679e8c7f
tpp/effect/vfx_data/explosion/fx_tpp_expmch03_m2	fca289a0227e
tpp/effect/vfx_data/chara/fx_tpp_chrwmuwrp02_s1	8b046d790087
tpp/effect/vfx_data/chara/fx_tpp_chrwmuwrp01_s1	529e1e2a9240
tpp/effect/vfx_data/chara/fx_tpp_chrwmuatk01_m1	7bc04d3390ca
tpp/effect/vfx_data/chara/fx_tpp_chrquiwrp01_s1	d55aeb767604
tpp/effect/vfx_data/chara/fx_tpp_chrquifotwtr01_m1	d98ae4793104
tpp/effect/vfx_data/chara/fx_tpp_chrquifotsmk02_m1	2827c4ca0b4b
tpp/effect/vfx_data/blood/fx_tpp_splbrdwng01_s1	94954645be7d
tpp/effect/vfx_data/blood/fx_tpp_splbldwmu02_s1	f994b5842c57
tpp/effect/vfx_data/blood/fx_tpp_splbldwmu01_s1	574a161ef02c
tpp/effect/vfx_data/flare/fx_tpp_flrlnslgt15_s2VG	908c7f5c2d1c
tpp/parts/chara/stk/StkTarget	14d1b42f8f26
tpp/parts/chara/rat/Rat_Target	d67c107ee5ae
tpp/parts/chara/npc/NpcHumanTargetGrazeNmlDefense	c339e16a712f
tpp/chara/qui/Fox_files/qui5_sniper_s01	fd91d3d8b72a
tpp/chara/qui/Fox_files/qui5_body_s00	e2a439e528bf
tpp/sound/package/w_sr02	25760e4939de
tpp/sound/package/vox_s10050	0e360244298c
tpp/sound/package/se_s10050_1	a79c1030d729
tpp/sound/package/se_b_qui	0f31c92506f6
tpp/sound/package/bgm_s10050	176bc57c5ddd
tpp/script/mission/mission_main	f79b46c136dd
tpp/level/mission2/story/s10050/s10050_telop	1a69beaee378
tpp/level/mission2/story/s10050/s10050_sound	48e218000b6f
tpp/level/mission2/story/s10050/s10050_sequence	d0478267606a
tpp/level/mission2/story/s10050/s10050_score	e22015768352
tpp/level/mission2/story/s10050/s10050_radio	7932e25f43df
tpp/level/mission2/story/s10050/s10050_enemy	7f3571d5ed05
tpp/level/mission2/story/s10050/s10050_demo	723a65d96cc3
tpp/level_asset/chara/player/game_object/single_pl2_instance_scarf	f4e715c3bd4f
tpp/level/mission2/story/s10050/s10050_sound_se	d7f39b5cbcc6
tpp/level/mission2/story/s10050/s10050_sound_music	c13b53ca9927
tpp/level/mission2/story/s10050/s10050_block01	5acce094e878
tpp/sound/package/vox_s10050	0e360244298c
tpp/sound/package/se_s10050_1	a79c1030d729
tpp/sound/package/bgm_s10050	176bc57c5ddd
tpp/script/mission/mission_main	f79b46c136dd
tpp/level/mission2/story/s10050/s10050_sound	48e218000b6f
tpp/level/mission2/story/s10050/s10050_sequence	d0478267606a
tpp/level/mission2/story/s10050/s10050_radio	7932e25f43df
tpp/level/mission2/story/s10050/s10050_enemy	7f3571d5ed05
tpp/level/mission2/story/s10050/s10050_demo	723a65d96cc3
tpp/pack/mission2/story/s10054/s10054_area	3a7e6ddb74dc
tpp/level/mission2/story/s10054/lba/ifb0_main0_def_v01	6bcbf0c8ece4
tpp/motion/mtar/heli/east/TppHeliEast_layers	491d93dc8365
tpp/motion/mtar/npc/TppFemaleFacial	aa37f127803b
tpp/motion/mtar/rat/TppRat_layers	16b329885401
tpp/motion/mtar/raven/TppRaven_layers	c7928137c4bf
tpp/radio/RadioData_comn1000	f8dc39e4866e
tpp/radio/RadioData_comn8000	2a44cbc7ea1f
tpp/radio/RadioData_s0054	a974f5127fcc
tpp/level/mission2/story/s10054/speech_carry_s10054	a2b5107c04db
tpp/level/location/afgh/block_mission2/large/enemyBase/combat/afgh_enemyBase_combat_f01_fox2_geotrap_win	2b94c094a4e4
tpp/level/mission2/story/s10054/s10054_sequence_fox2_geotrap_win	e1fbac27cab4
tpp/ui/LayoutAsset/hud_wpscope/UI_vhcl_def_FPS_bs	7c86693ca5f6
tpp/ui/LayoutAsset/hud_wpscope/UI_wpscope_vehicle_common	2fd293d6642b
tpp/ui/LayoutAsset/hud_wpscope/UI_wpscope_vehicle_mbt0_a	75d383d006ea
tpp/ui/LayoutAsset/hud_wpscope/UI_wpscope_vehicle_sav0_b	cb3533376fcf
tpp/ui/LayoutAsset/hud_wpscope/UI_wpscope_vehicle_sav0_wepn0	d74ec616f620
tpp/chara/olm/Scenes/olm0_enmy1_def	1e0fdd7fe20d
tpp/chara/prs/Scenes/prs3_main0_def	fe8bd572235d
tpp/chara/rat/Scenes/rat2_main0_def	98b36b6bdea7
tpp/chara/rvn/Scenes/rvn0_main0_def	78f273152054
tpp/mecha/scr/Scenes/scr0_main0_def	18683e824d6c
tpp/mecha/scr/Scenes/scr1_main0_def	1823c5f28fce
tpp/chara/prs/Scenes/prs3_main0_def	fe8bd572235d
tpp/chara/rvn/Scenes/rvn0_main0_def	78f273152054
tpp/chara/prs/Scenes/prs3_main0_def	fe8bd572235d
tpp/chara/rvn/Scenes/rvn0_main0_def	78f273152054
tpp/ui/ModelAsset/hud_bino/Scenes/UI_vhcl_def_FPS_bs	a221311d085b
tpp/ui/ModelAsset/hud_bino/Scenes/UI_wpscope_vehicle_common	83e6757bd405
tpp/ui/ModelAsset/hud_bino/Scenes/UI_wpscope_vehicle_mbt0_a	2eadb8226155
tpp/ui/ModelAsset/hud_bino/Scenes/UI_wpscope_vehicle_sav0_b	8649a748bd50
tpp/ui/ModelAsset/hud_bino/Scenes/UI_wpscope_vehicle_sav0_wepn0	46c120da5301
tpp/ui/ModelAsset/hud_bino/Scenes/UI_vhcl_def_fps_bs_lp_s	0ce3c0dfe686
tpp/ui/ModelAsset/hud_bino/Scenes/UI_vhcl_def_fps_bs_setin	d9aacaf849cf
tpp/ui/ModelAsset/hud_bino/Scenes/UI_vhcl_def_fps_bs_setin_s	73784c925297
tpp/ui/ModelAsset/hud_bino/Scenes/UI_vhcl_def_fps_bs_setout	679541151c99
tpp/ui/ModelAsset/hud_bino/Scenes/UI_wpscp_vehicle_common_lp	cd06401d5c7f
tpp/ui/ModelAsset/hud_bino/Scenes/UI_wpscp_vehicle_common_setin	52cfd9fc11c1
tpp/ui/ModelAsset/hud_bino/Scenes/UI_wpscp_vehicle_common_setout	f29eacf1d884
tpp/ui/ModelAsset/hud_bino/Scenes/UI_wpscp_vehicle_common_shot	a5ab7a77b38e
tpp/ui/ModelAsset/hud_bino/Scenes/UI_wpscp_vehicle_mbt0_a_off	f90eabb4a26c
tpp/ui/ModelAsset/hud_bino/Scenes/UI_wpscp_vehicle_mbt0_a_on	4fd3b303477f
tpp/ui/ModelAsset/hud_bino/Scenes/UI_wpscp_vehicle_sav0_b_off	9cd516efa83f
tpp/ui/ModelAsset/hud_bino/Scenes/UI_wpscp_vehicle_sav0_b_on	191a117bb34b
tpp/ui/ModelAsset/hud_bino/Scenes/UI_wpscp_vhcl_sav0_wepn0_off	c33ba0dcc984
tpp/ui/ModelAsset/hud_bino/Scenes/UI_wpscp_vhcl_sav0_wepn0_on	f3845e2cd388
tpp/motion/lip_adjust_data/tppEnemy_Female	3b15ac5a75ff
tpp/level/location/afgh/block_mission2/large/enemyBase/route/afgh_enemyBase_route_f01	1c33c1bf6bcf
tpp/level/location/afgh/block_mission2/large/remnants/route/afgh_remnants_route_f01	80133ae83017
tpp/level/location/afgh/block_mission2/large/tent/route/afgh_tent_route_f01	d85a88f58312
tpp/level/location/afgh/block_mission2/lrrp/afgh_04_32/route/afgh_04_32_route	fbb93193f1e7
tpp/level/location/afgh/block_mission2/lrrp/afgh_04_36/route/afgh_04_36_route	d0b4561cadf0
tpp/level/location/afgh/block_mission2/lrrp/afgh_15_36/route/afgh_15_36_route	716796cc5ad9
tpp/level/location/afgh/block_mission2/lrrp/afgh_20_21/route/afgh_20_21_route	8357e1ba4dc6
tpp/level/location/afgh/block_mission2/lrrp/afgh_21_24/route/afgh_21_24_route	bc81a61ea002
tpp/level/location/afgh/block_mission2/lrrp/afgh_21_28/route/afgh_21_28_route	01b7fe57b0bb
tpp/level/location/afgh/block_mission2/lrrp/afgh_22_24/route/afgh_22_24_route	ac8a1e27c01e
tpp/level/location/afgh/block_mission2/lrrp/afgh_28_29/route/afgh_28_29_route	c5b65f4df6b5
tpp/level/location/afgh/block_mission2/lrrp/afgh_36_38/route/afgh_36_38_route	85499a584467
tpp/level/location/afgh/block_mission2/outerBase/enemyEast/route/afgh_enemyEast_route_f01	e67b2755e711
tpp/level/location/afgh/block_mission2/outerBase/remnantsNorth/route/afgh_remnantsNorth_route_f01	6ba8f5caaac7
tpp/level/location/afgh/block_mission2/outerBase/villageWest/route/afgh_villageWest_route_f01	fef8f3b6141c
tpp/level/mission2/story/s10054/s10054_route	07458e110ff4
tpp/fova/mecha/uth/uth_v02_fv2	f5f7997d9f0c
tpp/ui/Subtitles/boot/s10054_subtitles_boot	336a96625ad2
tpp/level_asset/chara/player/game_object/single_player2_instance	59291b40292a
tpp/level_asset/chara/npc/tpp_hostage2_fml_facial	9b670f1340eb
tpp/level_asset/chara/heli/support_heli_afgn	99165b1208f5
tpp/level_asset/chara/heli/enemy_heli_afgh	fed3db6e6a0d
tpp/level/mission2/story/s10054/s10054_sound_se	bb4c0ed7b4a4
tpp/level/mission2/story/s10054/s10054_sound_music	030e5030835e
tpp/level/mission2/story/s10054/s10054_sequence	6f55b8a20699
tpp/level/mission2/story/s10054/s10054_route	07458e110ff4
tpp/level/mission2/story/s10054/s10054_radio	49e69588f10c
tpp/level/mission2/story/s10054/s10054_order_box	c2fc12b7be1b
tpp/level/mission2/story/s10054/s10054_npc	367aa9021763
tpp/level/mission2/story/s10054/s10054_heli	bdb4ebad09c6
tpp/level/mission2/story/s10054/s10054_effect	0c3452cde3ec
tpp/level/mission2/story/s10054/s10054_anml_rat	c56c98198eb1
tpp/level/mission2/story/s10054/s10054_anml_bird	90747d33f61a
tpp/level/location/afgh/block_mission2/outerBase/villageWest/trap/afgh_villageWest_trap_f01	b99843f49fbc
tpp/level/location/afgh/block_mission2/outerBase/villageWest/route/afgh_villageWest_route_f01	fef8f3b6141c
tpp/level/location/afgh/block_mission2/outerBase/villageWest/quiet/afgh_villageWest_quiet_f01	db3a1807d1fa
tpp/level/location/afgh/block_mission2/outerBase/villageWest/item/afgh_villageWest_item_f01	27d2a1d42809
tpp/level/location/afgh/block_mission2/outerBase/villageWest/combat/afgh_villageWest_combat_f01	95d75183069a
tpp/level/location/afgh/block_mission2/outerBase/tentNorth/trap/afgh_tentNorth_trap_f01	e3d6d3878631
tpp/level/location/afgh/block_mission2/outerBase/tentNorth/route/afgh_tentNorth_route_f01	9bafdecf56ae
tpp/level/location/afgh/block_mission2/outerBase/tentNorth/quiet/afgh_tentNorth_quiet_f01	327aba8c6e71
tpp/level/location/afgh/block_mission2/outerBase/tentNorth/item/afgh_tentNorth_item_f01	c0d50cfe2f78
tpp/level/location/afgh/block_mission2/outerBase/tentNorth/combat/afgh_tentNorth_combat_f01	304988f7bc0a
tpp/level/location/afgh/block_mission2/outerBase/tentEast/trap/afgh_tentEast_trap_f01	b0e06f6a208c
tpp/level/location/afgh/block_mission2/outerBase/tentEast/route/afgh_tentEast_route_f01	09b3eebda256
tpp/level/location/afgh/block_mission2/outerBase/tentEast/quiet/afgh_tentEast_quiet_f01	314b2937df4b
tpp/level/location/afgh/block_mission2/outerBase/tentEast/item/afgh_tentEast_item_f01	485b2abe84d0
tpp/level/location/afgh/block_mission2/outerBase/tentEast/combat/afgh_tentEast_combat_f01	bca74f9ddd72
tpp/level/location/afgh/block_mission2/outerBase/remnantsNorth/trap/afgh_remnantsNorth_trap_f01	c9c2197c7713
tpp/level/location/afgh/block_mission2/outerBase/remnantsNorth/route/afgh_remnantsNorth_route_f01	6ba8f5caaac7
tpp/level/location/afgh/block_mission2/outerBase/remnantsNorth/quiet/afgh_remnantsNorth_quiet_f01	8da958740db4
tpp/level/location/afgh/block_mission2/outerBase/remnantsNorth/item/afgh_remnantsNorth_item_f01	18f8487e6085
tpp/level/location/afgh/block_mission2/outerBase/remnantsNorth/combat/afgh_remnantsNorth_combat_f01	d21a8ff54592
tpp/level/location/afgh/block_mission2/outerBase/enemyEast/trap/afgh_enemyEast_trap_f01	2e52a87fb2ee
tpp/level/location/afgh/block_mission2/outerBase/enemyEast/route/afgh_enemyEast_route_f01	e67b2755e711
tpp/level/location/afgh/block_mission2/outerBase/enemyEast/quiet/afgh_enemyEast_quiet_f01	efbf344fb054
tpp/level/location/afgh/block_mission2/outerBase/enemyEast/item/afgh_enemyEast_item_f01	ebc7f1b69d70
tpp/level/location/afgh/block_mission2/outerBase/enemyEast/combat/afgh_enemyEast_combat_f01	5b42800869e5
tpp/level/location/afgh/block_mission2/lrrp/afgh_36_38/route/afgh_36_38_route	85499a584467
tpp/level/location/afgh/block_mission2/lrrp/afgh_28_29/route/afgh_28_29_route	c5b65f4df6b5
tpp/level/location/afgh/block_mission2/lrrp/afgh_22_24/route/afgh_22_24_route	ac8a1e27c01e
tpp/level/location/afgh/block_mission2/lrrp/afgh_21_28/route/afgh_21_28_route	01b7fe57b0bb
tpp/level/location/afgh/block_mission2/lrrp/afgh_21_24/route/afgh_21_24_route	bc81a61ea002
tpp/level/location/afgh/block_mission2/lrrp/afgh_20_21/route/afgh_20_21_route	8357e1ba4dc6
tpp/level/location/afgh/block_mission2/lrrp/afgh_15_36/route/afgh_15_36_route	716796cc5ad9
tpp/level/location/afgh/block_mission2/lrrp/afgh_06_36/route/afgh_06_36_route	1fc95e3d0e10
tpp/level/location/afgh/block_mission2/lrrp/afgh_06_24/route/afgh_06_24_route	83fc8ce1693f
tpp/level/location/afgh/block_mission2/lrrp/afgh_04_36/route/afgh_04_36_route	d0b4561cadf0
tpp/level/location/afgh/block_mission2/lrrp/afgh_04_32/route/afgh_04_32_route	fbb93193f1e7
tpp/level/location/afgh/block_mission2/large/tent/trap/afgh_tent_trap_f01	0dd389cc016c
tpp/level/location/afgh/block_mission2/large/tent/route/afgh_tent_route_f01	d85a88f58312
tpp/level/location/afgh/block_mission2/large/tent/quiet/afgh_tent_quiet_f01	2b693caff17b
tpp/level/location/afgh/block_mission2/large/tent/item/afgh_tent_item_f01	c8bddaffe8bb
tpp/level/location/afgh/block_mission2/large/tent/combat/afgh_tent_combat_f01	1b1749f3cf86
tpp/level/location/afgh/block_mission2/large/tent/animal/afgh_tent_anml_f01	066cbb4dcf20
tpp/level/location/afgh/block_mission2/large/remnants/trap/afgh_remnants_trap_f01	b21d9a248877
tpp/level/location/afgh/block_mission2/large/remnants/route/afgh_remnants_route_f01	80133ae83017
tpp/level/location/afgh/block_mission2/large/remnants/quiet/afgh_remnants_quiet_f01	747a91c8de85
tpp/level/location/afgh/block_mission2/large/remnants/item/afgh_remnants_item_f01	ac2fa85d2d95
tpp/level/location/afgh/block_mission2/large/remnants/combat/afgh_remnants_combat_f01	4f18fa1bbb59
tpp/level/location/afgh/block_mission2/large/remnants/animal/afgh_remnants_anml_f01	825494cc1221
tpp/level/location/afgh/block_mission2/large/enemyBase/trap/afgh_enemyBase_trap_f01	ba0ef4cd4ee8
tpp/level/location/afgh/block_mission2/large/enemyBase/route/afgh_enemyBase_route_f01	1c33c1bf6bcf
tpp/level/location/afgh/block_mission2/large/enemyBase/quiet/afgh_enemyBase_quiet_f01	918b766cb976
tpp/level/location/afgh/block_mission2/large/enemyBase/item/afgh_enemyBase_item_f02	f6dfc7a98c75
tpp/level/location/afgh/block_mission2/large/enemyBase/item/afgh_enemyBase_item_f01	2c4f602df966
tpp/level/location/afgh/block_mission2/large/enemyBase/combat/afgh_enemyBase_combat_f01	4531684b5f46
tpp/level/location/afgh/block_mission2/large/enemyBase/animal/afgh_enemyBase_anml_f01	5fb939641d63
tpp/level/location/afgh/block_mission2/common/afgh_common_corpse	9f26633b766d
tpp/parts/chara/rvn/rvn0_main0_def	c96ab1b5dbec
tpp/parts/chara/rat/rat2_main0_def_v00	bca053cf1501
tpp/parts/chara/prs/prs3_main0_def_v00	2587d551c313
tpp/effect/vfx_data/smoke/fx_tpp_smkflr01_m1	d20e471b9510
tpp/effect/vfx_data/mecha/fx_tpp_mchuthdnwblr04_s5MG	36aee9dcd83b
tpp/effect/vfx_data/mecha/fx_tpp_mchuthdnwblr01d_s5MG	7e440ee380fb
tpp/effect/vfx_data/mecha/fx_tpp_mchuthblh00_s3	92484f253ca5
tpp/effect/vfx_data/flare/fx_tpp_flrmchsrclgt01flr_m5	224d72ff8650
tpp/effect/vfx_data/flare/fx_tpp_flrmchsrclgt01_m5MG	f28129afcffc
tpp/effect/vfx_data/explosion/fx_tpp_expptl01_s3	26339413e2ec
tpp/effect/vfx_data/explosion/fx_tpp_expmch03_m2	fca289a0227e
tpp/effect/vfx_data/blood/fx_tpp_splbrdwng01_s1	94954645be7d
tpp/level/mission2/story/s10054/s10054_route	07458e110ff4
tpp/level/location/afgh/block_mission2/outerBase/villageWest/route/afgh_villageWest_route_f01	fef8f3b6141c
tpp/level/location/afgh/block_mission2/outerBase/remnantsNorth/route/afgh_remnantsNorth_route_f01	6ba8f5caaac7
tpp/level/location/afgh/block_mission2/outerBase/enemyEast/route/afgh_enemyEast_route_f01	e67b2755e711
tpp/level/location/afgh/block_mission2/lrrp/afgh_36_38/route/afgh_36_38_route	85499a584467
tpp/level/location/afgh/block_mission2/lrrp/afgh_28_29/route/afgh_28_29_route	c5b65f4df6b5
tpp/level/location/afgh/block_mission2/lrrp/afgh_22_24/route/afgh_22_24_route	ac8a1e27c01e
tpp/level/location/afgh/block_mission2/lrrp/afgh_21_28/route/afgh_21_28_route	01b7fe57b0bb
tpp/level/location/afgh/block_mission2/lrrp/afgh_21_24/route/afgh_21_24_route	bc81a61ea002
tpp/level/location/afgh/block_mission2/lrrp/afgh_20_21/route/afgh_20_21_route	8357e1ba4dc6
tpp/level/location/afgh/block_mission2/lrrp/afgh_15_36/route/afgh_15_36_route	716796cc5ad9
tpp/level/location/afgh/block_mission2/lrrp/afgh_04_36/route/afgh_04_36_route	d0b4561cadf0
tpp/level/location/afgh/block_mission2/lrrp/afgh_04_32/route/afgh_04_32_route	fbb93193f1e7
tpp/level/location/afgh/block_mission2/large/tent/route/afgh_tent_route_f01	d85a88f58312
tpp/level/location/afgh/block_mission2/large/remnants/route/afgh_remnants_route_f01	80133ae83017
tpp/level/location/afgh/block_mission2/large/enemyBase/route/afgh_enemyBase_route_f01	1c33c1bf6bcf
tpp/parts/mecha/scr/scr1_main0_def	57b3571f53df
tpp/parts/mecha/scr/scr0_main0_def	b4312370d0ce
tpp/parts/chara/rvn/RvnTarget	3e1f22752337
tpp/parts/chara/rat/Rat_Target	d67c107ee5ae
tpp/sound/package/vox_s10054	a35b807cb2e8
tpp/sound/package/vehicle_smt_media	10e7034d1f0f
tpp/sound/package/vehicle_slv_media	e8c0f48e0308
tpp/sound/package/vehicle_sav_media	6c8a3c7e1383
tpp/sound/package/vehicle_mbt_media	0d7e510f201a
tpp/sound/package/bgm_s10054	e66618103fc2
tpp/script/mission/reinforce_block	a66d1f254d7c
tpp/script/mission/mission_main	f79b46c136dd
tpp/level/mission2/story/s10054/s10054_telop	be3b60d1899a
tpp/level/mission2/story/s10054/s10054_sound	2bd05c50e8e1
tpp/level/mission2/story/s10054/s10054_sequence	6f55b8a20699
tpp/level/mission2/story/s10054/s10054_score	77944dccd9c8
tpp/level/mission2/story/s10054/s10054_radio	49e69588f10c
tpp/level/mission2/story/s10054/s10054_enemy	cdabbfd49cfd
tpp/level/mission2/story/s10054/s10054_demo	6e769f319b26
tpp/pack/mission2/story/s10086/s10086_area	9b5b34157350
tpp/level/mission2/story/s10086/lba/ifb0_main0_def	4e75161a74d2
tpp/motion/mtar/rat/TppRat_layers	16b329885401
tpp/radio/RadioData_comn1000	f8dc39e4866e
tpp/radio/RadioData_comn2000	b5dc4deccd18
tpp/radio/RadioData_comn8000	2a44cbc7ea1f
tpp/radio/RadioData_s0086	d2b0e9904a4d
tpp/demo/si_project/p31_010025/fani/p31_010025_000_final/p31_010025_000_final	ad944d5e94ee
tpp/level/mission2/story/s10086/speech_conversation_s10086	bfb75882633f
tpp/level/location/mafr/block_mission2/large/swamp/combat/mafr_swamp_combat_f01_fox2_geotrap_win	d806e4d083ed
tpp/level/mission2/story/s10086/s10086_sequence_fox2_geotrap_win	1c2dd6ed226a
tpp/ui/GraphAsset/demo/demo_p00_common_info	efb4530c09ad
tpp/ui/LayoutAsset/demo_idroid/UI_trg_p00_common_info	f0103bf5ba6a
tpp/ui/LayoutAsset/demo_idroid/demo_idroid_common_bg	8aa427b8327a
tpp/ui/LayoutAsset/demo_idroid/demo_idroid_common_frame	903270a355cd
tpp/chara/olm/Scenes/olm0_enmy1_def	1e0fdd7fe20d
tpp/chara/rat/Scenes/rat2_main0_def	98b36b6bdea7
tpp/environ/object/afghanistan/documents/afgh_dcmt003/scenes/afgh_dcmt003_vrtn002	96047d332223
tpp/mecha/plv/Scenes/plv0_glas0_def	a481e16f1296
tpp/mecha/plv/Scenes/plv0_main0_def	1afcc7c1228e
tpp/environ/object/afghanistan/documents/afgh_dcmt003/scenes/afgh_dcmt003_vrtn002	96047d332223
tpp/mecha/plv/Scenes/plv0_geom0_def	a1d9be266ccf
tpp/mecha/plv/Scenes/plv0_main0_def	1afcc7c1228e
tpp/mecha/plv/Scenes/plv0_main0_def	1afcc7c1228e
tpp/ui/ModelAsset/demo_idroid/Scenes/UI_demo_common_bg	e8a568e8a461
tpp/ui/ModelAsset/demo_idroid/Scenes/UI_demo_common_frame	6ba21c3e4483
tpp/ui/ModelAsset/demo_idroid/Scenes/UI_trg_p00_common_info	e1b7251dc0ed
tpp/ui/ModelAsset/demo_idroid/Scenes/UI_demo_cmn_bg_set_def	bf8e18bef845
tpp/ui/ModelAsset/demo_idroid/Scenes/UI_demo_cmn_bg_set_logooff	3fb3a7a45c73
tpp/ui/ModelAsset/demo_idroid/Scenes/UI_demo_cmn_bg_set_logoon	3f668f82a1a1
